0,1710501709.09957,0,1.2483747005462646,2.038907766342163
0,1710501709.2653265,0,1.207278847694397,2.052433490753174
0,1710501709.4317014,0,1.1659482717514038,2.076453447341919
0,1710501709.5986068,0,1.2547153234481812,2.0876474380493164
0,1710501709.7683342,0,1.2347544431686401,1.970345377922058
0,1710501709.9351583,0,1.23381507396698,2.0475361347198486
0,1710501710.1017509,0,1.227239727973938,2.04217267036438
0,1710501710.2663643,0,1.220664381980896,2.0267810821533203
0,1710501710.4360201,0,1.220664381980896,2.0480027198791504
0,1710501710.600197,0,1.2124452590942383,2.0267810821533203
0,1710501710.7670708,0,1.2230128049850464,2.0267810821533203
0,1710501710.936248,0,1.2831300497055054,2.050567626953125
0,1710501711.1069286,0,1.2885313034057617,2.075054168701172
0,1710501711.2687435,0,1.273736834526062,2.066192626953125
0,1710501711.4361973,0,1.270918846130371,2.0773863792419434
0,1710501711.6028626,0,1.17041015625,2.067591905593872
0,1710501711.7704265,0,1.237807273864746,2.0720226764678955
0,1710501711.942547,0,1.2596467733383179,2.0097568035125732
0,1710501712.1029634,0,1.2756154537200928,2.083216428756714
0,1710501712.2711678,0,1.2615253925323486,2.0752875804901123
0,1710501712.4312773,0,1.2908796072006226,2.046370029449463
0,1710501712.5919564,0,1.2892358303070068,2.0794851779937744
0,1710501712.761842,0,1.2220734357833862,2.067591905593872
0,1710501712.9292214,0,1.290175199508667,1.9687130451202393
0,1710501713.098478,0,1.2572985887527466,2.0365755558013916
0,1710501713.2577262,0,1.2812514305114746,2.0494017601013184
0,1710501713.4238527,0,1.273736834526062,2.100240707397461
0,1710501713.591399,0,1.2713884115219116,2.0386743545532227
0,1710501713.7614126,0,1.2713884115219116,2.0666589736938477
0,1710501713.9249327,0,1.240860104560852,2.0405399799346924
0,1710501714.0939422,0,1.2511928081512451,2.0078914165496826
0,1710501714.256693,0,1.264108657836914,2.0193185806274414
0,1710501714.4215832,0,1.25095796585083,2.0412395000457764
0,1710501714.5907626,0,1.2309972047805786,2.0284135341644287
0,1710501714.765392,0,1.2293533086776733,2.004626512527466
0,1710501714.9295025,0,1.1612515449523926,1.9803732633590698
0,1710501715.1047409,0,1.2154980897903442,1.9425939321517944
0,1710501715.2668915,0,1.2497837543487549,2.0120890140533447
0,1710501715.4243665,0,1.2178465127944946,1.9973971843719482
0,1710501715.5900676,0,1.2716232538223267,2.0237491130828857
0,1710501715.7639916,0,1.273971676826477,2.0076582431793213
0,1710501715.921917,0,1.273971676826477,1.9717445373535156
0,1710501716.087939,0,1.1635998487472534,1.9717445373535156
0,1710501716.2553682,0,1.2396858930587769,1.9635822772979736
0,1710501716.4268155,0,1.2380421161651611,1.9915670156478882
0,1710501716.6049213,0,1.2490793466567993,2.005559206008911
0,1710501716.7796628,0,1.246730923652649,1.9945987462997437
0,1710501716.9461496,0,1.2587075233459473,1.9990296363830566
0,1710501717.1107283,0,1.2587075233459473,1.9831717014312744
0,1710501717.281628,0,1.2309972047805786,1.9381630420684814
0,1710501717.4449894,0,1.2488443851470947,1.9864364862442017
0,1710501717.6027496,0,1.2425040006637573,1.995531439781189
0,1710501717.7722323,0,1.2666916847229004,2.0216503143310547
0,1710501717.9344506,0,1.254010796546936,2.008824110031128
0,1710501718.1029756,0,1.267396330833435,1.9938991069793701
0,1710501718.2889473,0,1.1734627485275269,1.9195069074630737
0,1710501718.4508307,0,1.2065744400024414,1.9724444150924683
0,1710501718.6194518,0,1.236867904663086,2.0167531967163086
0,1710501718.7864192,0,1.2293533086776733,2.0001957416534424
0,1710501718.9606397,0,1.2319363355636597,2.0113894939422607
0,1710501719.134389,0,1.243208408355713,2.003926992416382
0,1710501719.3042402,0,1.2319363355636597,2.003926992416382
0,1710501719.4692338,0,1.1666526794433594,1.9850373268127441
0,1710501719.6271884,0,1.2375725507736206,1.983638048171997
0,1710501719.7879753,0,1.250253438949585,2.0008952617645264
0,1710501719.9702985,0,1.263404130935669,1.9871361255645752
0,1710501720.1401393,0,1.223717212677002,2.002760887145996
0,1710501720.2992747,0,1.2056350708007812,2.012788772583008
0,1710501720.4816687,0,1.1438738107681274,1.8954867124557495
0,1710501720.6505501,0,1.2213689088821411,1.9969309568405151
0,1710501720.8158236,0,1.2227779626846313,2.0011284351348877
0,1710501720.989933,0,1.23334538936615,1.9885352849960327
0,1710501721.1492147,0,1.2363982200622559,1.991100788116455
0,1710501721.3148923,0,1.2385118007659912,2.0188519954681396
0,1710501721.4961717,0,1.236867904663086,1.9381630420684814
0,1710501721.6628492,0,1.1626605987548828,1.957985758781433
0,1710501721.821126,0,1.230762243270874,2.005559206008911
0,1710501721.9914918,0,1.2197251319885254,1.9701122045516968
0,1710501722.1489518,0,1.250253438949585,1.999962329864502
0,1710501722.3305435,0,1.25095796585083,1.9943654537200928
0,1710501722.4981353,0,1.2216037511825562,1.9943654537200928
0,1710501722.6704028,0,1.2216037511825562,1.9451594352722168
0,1710501722.8475568,0,1.1809775829315186,1.9850373268127441
0,1710501722.998574,0,1.2359285354614258,1.9782742261886597
0,1710501723.1653934,0,1.2363982200622559,2.00346040725708
0,1710501723.3306062,0,1.2415646314620972,2.0195517539978027
0,1710501723.4972496,0,1.2321711778640747,2.0104568004608154
