1,1,75.04386138916016
1,2,154.86000061035156
1,3,300.03289794921875
1,4,431.7352600097656
1,5,381.4930725097656
1,6,278.11566162109375
1,7,159.67431640625
1,8,78.82960510253906
2,1,115.15599822998047
2,2,268.24652099609375
2,3,658.8267211914062
2,4,1172.310302734375
2,5,1056.4605712890625
2,6,539.1671142578125
2,7,265.7093811035156
2,8,128.3125457763672
3,1,138.54283142089844
3,2,341.3668518066406
3,3,1003.5277709960938
3,4,1969.804443359375
3,5,1969.8284912109375
3,6,791.804931640625
3,7,330.337890625
3,8,139.80177307128906
4,1,134.86087036132812
4,2,326.39739990234375
4,3,885.0906982421875
4,4,1598.5870361328125
4,5,1604.845458984375
4,6,778.2681884765625
4,7,311.5133972167969
4,8,139.7618408203125
5,1,102.17723083496094
5,2,219.73887634277344
5,3,430.9555969238281
5,4,771.63818359375
5,5,736.3511352539062
5,6,352.5195617675781
5,7,214.74229431152344
5,8,95.47624206542969
6,1,65.89263153076172
6,2,123.0379409790039
6,3,205.05191040039062
6,4,261.47344970703125
6,5,262.7798156738281
6,6,194.85684204101562
6,7,114.30801391601562
6,8,64.21733093261719
