9,0,61.32113265991211,4105299
9,5,65.23486328125,4041299
9,10,69.93364715576172,3977299
9,15,74.84542083740234,3913299
9,20,80.2191162109375,3849299
9,25,85.88001251220703,3785299
9,30,91.96454620361328,3721299
9,35,97.80016326904297,3657299
9,40,105.43507385253906,3593299
9,45,113.44477081298828,3529299
9,50,121.53407287597656,3465299
9,55,130.8095245361328,3401299
9,60,140.2404327392578,3337299
9,65,150.22344970703125,3273299
9,70,161.4064483642578,3209299
9,75,173.52621459960938,3145299
9,80,186.975830078125,3081299
9,85,193.54083251953125,1678114862
9,90,216.06912231445312,2953299
9,95,231.81961059570312,2889299
9,100,249.02139282226562,2825299
9,105,266.8981018066406,2761299
9,110,285.46356201171875,2697299
9,115,306.4029846191406,2633299
9,120,327.71575927734375,2569299
9,125,351.1645812988281,2505299
9,130,375.2047119140625,2441299
9,135,401.42950439453125,2377299
9,140,429.82977294921875,2313299
9,145,462.03607177734375,2249299
9,150,495.3880310058594,2185299
9,155,530.9678955078125,2121299
9,160,568.6460571289062,2057299
9,165,608.8614501953125,1993299
9,170,648.6187133789062,1929299
9,175,691.188232421875,1865299
9,180,730.907470703125,1801299
9,185,769.8040771484375,1737299
9,190,804.6869506835938,1673299
9,195,836.630126953125,1609299
9,200,868.50439453125,1545299
9,205,889.3744506835938,1481299
9,210,903.3602905273438,1417299
9,215,907.6575927734375,1353299
9,220,899.7896118164062,1289299
9,225,884.8868408203125,1225299
9,230,862.0823974609375,1161299
9,235,832.3961791992188,1097299
9,240,794.1671752929688,1033299
9,245,757.7573852539062,969299
9,250,723.7886962890625,905299
9,255,688.3765258789062,841299
9,260,654.6415405273438,777299
9,265,640.5928955078125,6555136
9,270,593.89599609375,649299
9,275,564.8485107421875,585299
9,280,531.9674072265625,521299
9,285,502.7756652832031,457299
9,290,474.6351013183594,393299
9,295,448.253662109375,329299
9,300,421.283935546875,265299
