4294812928,0,3.112013339996338
4294812672,-256,3.345672607421875
4294812416,-512,3.3224241733551025
4294812160,-768,3.306925058364868
4294811904,-1024,3.2350661754608154
4294811648,-1280,3.273578643798828
4294811392,-1536,3.198197364807129
4294811136,-1792,3.1568663120269775
4294810880,-2048,3.1286864280700684
4294810624,-2304,3.140662908554077
4294810368,-2560,3.1176490783691406
4294810112,-2816,3.067394495010376
4294809856,-3072,3.097688674926758
4294809600,-3328,3.140662908554077
4294809344,-3584,3.166259527206421
4294809088,-3840,3.1848113536834717
4294808832,-4096,3.080310821533203
4294808576,-4352,3.0554182529449463
4294808320,-4608,3.100741386413574
4294808064,-4864,3.100271463394165
4294807808,-5120,3.1625022888183594
4294807552,-5376,3.145124912261963
4294807296,-5632,3.1613283157348633
4294807040,-5888,3.152169704437256
4294806784,-6144,3.113187313079834
4294806528,-6400,3.0378057956695557
4294806272,-6656,2.9149880409240723
4294806016,-6912,2.8095476627349854
4294805760,-7168,2.7313480377197266
4294805504,-7424,2.6442251205444336
4294805248,-7680,2.555222988128662
4294804992,-7936,2.4796066284179688
4294804736,-8192,2.420193910598755
4294804480,-8448,2.395771026611328
4294804224,-8704,2.3997631072998047
4294803968,-8960,2.2769453525543213
4294803712,-9216,2.261211395263672
4294803456,-9472,2.2187066078186035
4294803200,-9728,2.1501352787017822
4294802944,-9984,2.1181979179382324
4294802688,-10240,2.0066518783569336
4294802432,-10496,1.94911789894104
4294802176,-10752,1.8450865745544434
4294801920,-11008,1.7748714685440063
4294801664,-11264,1.885478138923645
4294801408,-11520,2.040937662124634
4294801152,-11776,2.2532272338867188
4294800896,-12032,2.5366709232330322
4294800640,-12288,2.880232572555542
4294800384,-12544,3.2202718257904053
4294800128,-12800,3.5434021949768066
4294799872,-13056,3.8491556644439697
4294799616,-13312,4.2145562171936035
4294799360,-13568,4.635142803192139
4294799104,-13824,5.020269870758057
4294798848,-14080,5.6176862716674805
4294798592,-14336,7.018937587738037
4294798336,-14592,10.381518363952637
4294798080,-14848,16.046875
4294797824,-15104,24.061275482177734
4294797568,-15360,34.99582290649414
4294797312,-15616,49.85890197753906
4294797056,-15872,68.80150604248047
4294796800,-16128,91.33636474609375
4294796544,-16384,119.49195861816406
4294796288,-16640,154.94358825683594
4294796032,-16896,195.6129913330078
4294795776,-17152,240.14988708496094
4294795520,-17408,291.8099365234375
4294795264,-17664,348.8547668457031
4294795008,-17920,404.6603698730469
4294794752,-18176,463.5408630371094
4294794496,-18432,525.7186279296875
4294794240,-18688,588.4037475585938
4294793984,-18944,647.3135375976562
4294793728,-19200,698.2020263671875
4294793472,-19456,749.1070556640625
4294793216,-19712,796.88916015625
4294792960,-19968,842.0062255859375
4294792704,-20224,880.3042602539062
4294792448,-20480,912.7683715820312
4294792192,-20736,941.2391357421875
4294791936,-20992,964.390380859375
4294791680,-21248,981.1914672851562
4294791424,-21504,995.1279907226562
4294791168,-21760,1005.56982421875
4294790912,-22016,1009.7518920898438
4294790656,-22272,1015.7672729492188
4294790400,-22528,1015.4727783203125
